Column1,Column2,Column3,Column4,Column5,ids_row
"1. здание г.владивосток, ул. светланская,71(пристройка) (51-01-01-00-01-002 (комп)",1979.74,2020.0,"Текущий ремонт зданий, сооружений",231.0,51-01-01-00-01-002
"2. пятиэтажное здание (лит.а2-пристройка, центральный банк рф) с цокольным и мансардными этажами, ул. светланская,71 (51-01-01-00-01-002 (комп)",186.37,2019.0,"Текущий ремонт зданий, сооружений",231.0,51-01-01-00-01-002
"11. проходная пристройки ркц уссурийск, приморский край, г. уссурийск, ул. некрасова, 102 (51-01-01-00-02-013 (комп.))",0.0,2019.0,"Текущий ремонт зданий, сооружений",234.0,51-01-01-00-02-013
"9. проходная пристройки ркц, приморский край, г. уссурийск, ул. некрасова, 102 (51-01-01-00-02-013 (комп.))",0.0,2020.0,"Текущий ремонт зданий, сооружений",234.0,51-01-01-00-02-013
"здание - расчетно-кассовый центр г. находка главного управления центрального банка российской федерации по приморскому краю, приморский край, г. находка, проспект находкинский, 13 (51-01-01-00-06-046(комп.)) устройство площадки тко под мусорные баки",86.12,2021.0,"Текущий ремонт зданий, сооружений",239.0,51-01-01-00-06-046
"выборочный капитальный ремонт  нежилых помещений, расположенных по адресу:  г. владивосток, ул. светланская, д.73",2875630.0,2020.0,Капитальный ремонт,241.0,
"выборочный капитальный ремонт  нежилых помещений, расположенных по адресу:  г. владивосток, ул. светланская, д.73",2907500.0,2021.0,Капитальный ремонт,241.0,
"выборочный капитальный ремонт нежилых помещений, расположенных по адресу: г. владивосток, ул. светланская, д.73",2907500.0,2022.0,Капитальный ремонт,241.0,
"выборочный капитальный ремонт нежилых помещений, расположенных по адресу: г. владивосток, ул. светланская, д.73",2907500.0,2023.0,Капитальный ремонт,241.0,
"капитальный ремонт гидроизоляции фундаментов объекта: ""помещения столовой гу в нежилых помещениях в здании (лит. а); номера на поэтажном плане: 1-28; 1-24, 26-29, 39-43; 1-34 (iii)"", расположенного по адресу: приморский край, г. владивосток, ул. светланская, д. 73",2817.2,2018.0,Капитальный ремонт,241.0,
"капитальный ремонт нежилых помещений и помещения столовой  гу в нежилых помещениях здания  (лит.а), расположенных по адресу:  г. владивосток, ул. светланская, д.73",31288369.0,2022.0,Капитальный ремонт,241.0,
"капитальный ремонт нежилых помещений и помещения столовой  гу в нежилых помещениях здания  (лит.а), расположенных по адресу:  г. владивосток, ул. светланская, д.73",31288369.0,2023.0,Капитальный ремонт,241.0,
"капитальный ремонт нежилых помещений и помещения столовой  гу в нежилых помещениях здания  (лит.а), расположенных по адресу:  г. владивосток, ул. светланская, д.73  ",30232722.0,2020.0,Капитальный ремонт,241.0,
"капитальный ремонт нежилых помещений и помещения столовой  гу в нежилых помещениях здания  (лит.а), расположенных по адресу:  г. владивосток, ул. светланская, д.73     ",31288369.0,2021.0,Капитальный ремонт,241.0,
"реконструкция теплововго пункта дальневостчоного гу банка россии, расположенного в нежилых помещениях по адресу: г. владивосток, ул. светланская, 73",631632.0,2020.0,Капитальное строительство,241.0,
"создание системы вентиляции в помещениях столовой дальневосточного гу банка россии по адресу: г. владивосток, ул. светланская, д. 73",3643.39,2019.0,Капитальное строительство,241.0,
"создание системы вентиляции в помещениях столовой дальневосточного гу банка россии по адресу: г. владивосток, ул. светланская, д. 73",9250355.0,2021.0,Капитальное строительство,241.0,
"создание системы вентиляции в помещениях столовой дальневосточного гу банка россии по адресу: г. владивосток, ул. светланская, д. 73",8446859.0,2022.0,Капитальное строительство,241.0,
"создание системы вентиляции в помещениях столовой дальневосточного гу банка россии по адресу: г. владивосток, ул. светланская, д. 73",8446859.0,2023.0,Капитальное строительство,241.0,
"3. нежилые помещения в здании (лит 1,а). владивосток, ул. светланская, 73 (51-01-01-00-07-184(комп.))",102.31,2020.0,"Текущий ремонт зданий, сооружений",241.0,51-01-01-00-07-184
"4. нежилые помещения в здании (лит 1,а). владивосток, ул. светланская, 73 (51-01-01-00-07-184(комп.))",260.8,2019.0,"Текущий ремонт зданий, сооружений",241.0,51-01-01-00-07-184
"1. помещения столовой гу в здании центрального банка российской федерации (банк россии) с пристройкой г. владивосток светланская, 73 (лит. а, пристройка - лит. а1) (51-03-01-00-07-185(комп.))",138.5,2019.0,"Текущий ремонт зданий, сооружений",242.0,51-03-01-00-07-185
"1. здание- центральный банк российской федерации (банк россии) с пристройкой, ул. светланская, 71  ( 51-01-01-00-11-001(комп))",1021.76,2019.0,"Текущий ремонт зданий, сооружений",243.0,51-01-01-00-11-001
"5.здание-центральный банк российской федерации (банк россии) с пристройкой г. владивосток, ул. светланская, 71 (51-01-01-00-11-001(комп.))",0.0,2020.0,"Текущий ремонт зданий, сооружений",243.0,51-01-01-00-11-001
"здание-центральный банк российской федерации (банк россии) с пристройкой, приморский край, г. владивосток, светланская, 71 (51-01-01-00-11-001 (комп.)) работы по оборудованию ограждения площадки для накопления тко",154.37,2021.0,"Текущий ремонт зданий, сооружений",243.0,51-01-01-00-11-001
"здание-центральный банк российской федерации (банк россии) с пристройкой, приморский край, г. владивосток, светланская, 71 (51-01-01-00-11-001 (комп.)) ремонт ограждения здания",185.05,2021.0,"Текущий ремонт зданий, сооружений",243.0,51-01-01-00-11-001
"здание-центральный банк российской федерации (банк россии) с пристройкой, приморский край, г. владивосток, светланская, 71 (51-01-01-00-11-001 (комп.)) ремонтные работы на кровли здания",27.85,2021.0,"Текущий ремонт зданий, сооружений",243.0,51-01-01-00-11-001
"здание-центральный банк российской федерации (банк россии) с пристройкой, приморский край, г.о. владивостокский, г.владивосток, ул. светланская, д.71 (51-01-01-00-11-001 (комп.))» ",195.91,2023.0,"Текущий ремонт зданий, сооружений",243.0,51-01-01-00-11-001
"4.лечебный корпус (лит. а5-пристройка) (51-03-01-01-00-056 (групп.)) санатория ""им. 50-летия октября""",295.95,2020.0,"Текущий ремонт зданий, сооружений",247.0,51-03-01-01-00-056
"3.спальный корпус (лит. а3) (51-03-02-01-00-057 (групп.)) санатория ""им. 50-летия октября""",7281.86,2020.0,"Текущий ремонт зданий, сооружений",248.0,51-03-02-01-00-057
"5.пристройка спортзала (лит. а6) (51-03-01-01-00-060 (групп.)) санатория ""им. 50-летия октября""",313.38,2020.0,"Текущий ремонт зданий, сооружений",249.0,51-03-01-01-00-060
"7. контора хоз. части (лит. а) (51-01-01-01-00-068 (групп.)) санатория ""им. 50-летия октября""",198.9,2020.0,"Текущий ремонт зданий, сооружений",254.0,51-01-01-01-00-068
"8. канализация сан. зоны (51-04-01-01-00-077 (групп.)) санатория ""им. 50-летия октября""",87.07,2020.0,"Текущий ремонт зданий, сооружений",261.0,51-04-01-01-00-077
"выборочный капитальный ремонт  котельной с хозяйственно-бытовыми помещениями (лит. а8) в части установки противопожарных дверей санатория ""им. 50-летия октября"" по адресу: приморский край, кировский район, кп горные ключи, ул. цымбалюка, 1",33.5,2017.0,Капитальный ремонт,263.0,
"9.спортивная площадка с ограждением (51-07-01-01-00-086 (групп.)) санатория ""им. 50-летия октября""",5210.78,2020.0,"Текущий ремонт зданий, сооружений",267.0,51-07-01-01-00-086
"11.дымовые трубы (лит. б) (51-04-01-01-00-139 (групп.)) санатория ""им. 50-летия октября""",737.18,2020.0,"Текущий ремонт зданий, сооружений",283.0,51-04-01-01-00-139
"6.столовая, клуб с танцзалом, библиотека и гостевой зал (51-03-01-01-00-182 (групп.)) санатория ""им. 50-летия октября""",104.29,2020.0,"Текущий ремонт зданий, сооружений",292.0,51-03-01-01-00-182
" пристрой к административному зданию литер а1 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-00-005)",24.24,2021.0,"Текущий ремонт зданий, сооружений",295.0,58-01-01-00-00-005
"2. пристрой к административному зданию литер а1 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-00-005) ",389.27,2022.0,"Текущий ремонт зданий, сооружений",295.0,58-01-01-00-00-005
"30. пристрой к административному зданию литер а1 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-00-005) ",415.56,2020.0,"Текущий ремонт зданий, сооружений",295.0,58-01-01-00-00-005
"37. пристрой к административному зданию литер а1 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-00-005)",0.0,2019.0,"Текущий ремонт зданий, сооружений",295.0,58-01-01-00-00-005
"пристрой к административному зданию литер а1 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия).  реестровый номер: 58-01-01-00-00-005                                                                                           ",95.29,2023.0,"Текущий ремонт зданий, сооружений",295.0,58-01-01-00-00-005
"32.административное здание литер а6 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-00-009) ",634.75,2020.0,"Текущий ремонт зданий, сооружений",296.0,58-01-01-00-00-009
"34. административное здание литер а6 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-00-009) ",10.22,2019.0,"Текущий ремонт зданий, сооружений",296.0,58-01-01-00-00-009
"4.административное здание литер а6 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-00-009) ",307.8,2022.0,"Текущий ремонт зданий, сооружений",296.0,58-01-01-00-00-009
"административное здание литер а6 по адресу: г. якутск, ул. кирова, 17 (реестровый номер 58-01-01-00-00-009)",216.83,2021.0,"Текущий ремонт зданий, сооружений",296.0,58-01-01-00-00-009
"административное здание литер а6 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия).                                                                                            реестровый номер: 58-01-01-00-00-009          ",0.0,2023.0,"Текущий ремонт зданий, сооружений",296.0,58-01-01-00-00-009
"8.гараж литер д1 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-05-01-00-00-010)",0.0,2022.0,"Текущий ремонт зданий, сооружений",297.0,58-05-01-00-00-010
"гараж литер д1 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-05-01-00-00-010)",7.98,2021.0,"Текущий ремонт зданий, сооружений",297.0,58-05-01-00-00-010
"1. часть-здания - общежитие по адресу: ул. 50 лет советской армии, 31/7, г. якутск, республика саха (якутия).                                                                                       ",159.0,2019.0,"Текущий ремонт зданий, сооружений",300.0,
"10.здание дэс литер е по адресу: пр. кирова, 17, г. якутск, республика саха (якутия) (58-04-01-00-00-017) ",0.0,2022.0,"Текущий ремонт зданий, сооружений",301.0,58-04-01-00-00-017
"5.расчётно-кассовый центр по адресу: ул. ленина, 70, г. ленск, ленский район, республика саха (якутия) (58-01-02-00-00-031)  ",250.08,2022.0,"Текущий ремонт зданий, сооружений",309.0,58-01-02-00-00-031
"33.административное здание литер а (архив) по адресу: ул. орджоникидзе, 24, г. покровск, хангаласский улус, республика саха (якутия). (58-01-01-00-00-038)",0.0,2020.0,"Текущий ремонт зданий, сооружений",312.0,58-01-01-00-00-038
"7.административное здание литер а по адресу: ул. орджоникидзе, 24, г. покровск, хангаласский улус, республика саха (якутия) (58-01-01-00-00-038)",582.76,2022.0,"Текущий ремонт зданий, сооружений",312.0,58-01-01-00-00-038
"39. расчётно-кассовый центр по адресу: ул. ленина, 14, п. усть-нера, оймяконский район, республика саха (якутия) (58-01-02-00-00-043)   ",0.0,2019.0,"Текущий ремонт зданий, сооружений",316.0,58-01-02-00-00-043
"1.административное здание литеры а, а3, а4, а5 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-01-002 (комп.))        ",802.92,2022.0,"Текущий ремонт зданий, сооружений",355.0,58-01-01-00-01-002
"29.административное здание литеры а, а3, а4, а5 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-01-002 (комп.))        ",1374.31,2020.0,"Текущий ремонт зданий, сооружений",355.0,58-01-01-00-01-002
"32.  административное здание литеры а, а3, а4, а5 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-01-002 (комп.))        ",472.78,2019.0,"Текущий ремонт зданий, сооружений",355.0,58-01-01-00-01-002
"административное здание литеры а, а3, а4, а5 по адресу: г. якутск, ул. кирова, 17 (58-01-01-00-01-002 (комп.))",6918.54,2023.0,"Текущий ремонт зданий, сооружений",355.0,58-01-01-00-01-002
"административное здание литеры а, а3, а4, а5 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-01-002 (комп.))",1037.37,2021.0,"Текущий ремонт зданий, сооружений",355.0,58-01-01-00-01-002
"40. часть здания банка по адресу: ул. 10 лет якутии, 31/а, г. алдан, алданский район, республика саха (якутия) (58-01-01-00-03-019 (комп.))",0.0,2019.0,"Текущий ремонт зданий, сооружений",360.0,58-01-01-00-03-019
"34.здание (строение) под расчётно-кассовый центр по адресу: ул. ленина, 25, г. нерюнгри, оймяконский район, республика саха (якутия) (58-01-02-00-04-034 (комп.))                                                                                                ",1346.14,2020.0,"Текущий ремонт зданий, сооружений",363.0,58-01-02-00-04-034
"6.здание (строение) под расчётно-кассовый центр по адресу: ул. ленина, 25, г. нерюнгри, республика саха (якутия) (58-01-02-00-04-034 (комп.)).                                                                                 ",815.24,2022.0,"Текущий ремонт зданий, сооружений",363.0,58-01-02-00-04-034
"здание (строение) под расчётно-кассовый центр по адресу: ул. ленина, 25, г. нерюнгри, республика саха (якутия).   реестровый номер: 58-01-02-00-04-034 (комп.).                         ",0.0,2023.0,"Текущий ремонт зданий, сооружений",363.0,58-01-02-00-04-034
"3.пристрой к административному зданию литер а2 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-05-006 (комп.))                                       ",779.02,2022.0,"Текущий ремонт зданий, сооружений",365.0,58-01-01-00-05-006
"31.пристрой к административному зданию литер а2 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-05-006 (комп.))                                       ",1749.17,2020.0,"Текущий ремонт зданий, сооружений",365.0,58-01-01-00-05-006
"33.  пристрой к административному зданию литер а2 по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-05-006 (комп.))                                       ",531.07,2019.0,"Текущий ремонт зданий, сооружений",365.0,58-01-01-00-05-006
"пристрой к административному зданию литер а2 по адресу: г. якутск, ул. кирова, 17. реестровый номер 58-01-01-00-05-006 (комп.)",829.25,2021.0,"Текущий ремонт зданий, сооружений",365.0,58-01-01-00-05-006
"2.административное здание, лит. а,  г. курильск, ул. сахалинская, 1-а  (59-01-01-00-00-015)",151.0,2022.0,"Текущий ремонт зданий, сооружений",383.0,59-01-01-00-00-015
"27.административное здание,  г. курильск,  ул.сахалинская, 1а (59-01-01-00-00-015)",24.0,2020.0,"Текущий ремонт зданий, сооружений",383.0,59-01-01-00-00-015
"административное здание, лит. а, г. курильск, ул. сахалинская, 1а (59-01-01-00-00-015) (огнезащита деревянных конструкций кровли)",479.0,2023.0,"Текущий ремонт зданий, сооружений",383.0,59-01-01-00-00-015
"административное здание, лит. а, г. курильск, ул. сахалинская, 1а (59-01-01-00-00-015) (ремонт системы отопления)",120.0,2021.0,"Текущий ремонт зданий, сооружений",383.0,59-01-01-00-00-015
"28.административное здание,  г. холмск,  ул.школьная,  64 (59-01-02-00-00-021)",24.0,2020.0,"Текущий ремонт зданий, сооружений",385.0,59-01-02-00-00-021
"24.«ограждение» отделения южно-сахалинск по адресу: г. южно-сахалинск, коммунистический пр-т, 47 (59-07-01-00-00-053) ",0.0,2020.0,"Текущий ремонт зданий, сооружений",401.0,59-07-01-00-00-053
26.сооружение коммунального хозяйства (теплотрасса) отделения южно-сахалинск (59-04-01-00-00-061) ,0.0,2020.0,"Текущий ремонт зданий, сооружений",404.0,59-04-01-00-00-061
"29. трасса теплоснабжения, сахалинская область, г. южно-сахалинск, от тепловой камеры по восточной стороне улицы амурской до здания главного управления банка россии по сахалинской области, коммунистический проспект, 47 (59-04-01-00-00-061)",0.0,2019.0,"Текущий ремонт зданий, сооружений",404.0,59-04-01-00-00-061
"выборочный капитальный ремонт ""сооружения коммунального хозяйства"" (сеть теплоснабжения) административного здания отделения южно-сахалинск",184.94,2017.0,Капитальный ремонт,404.0,
" административное здание, лит. а,  г.  ю-сахалинск, коммунистический,  пр. , 47 (59-01-01-00-02-019 (комп)) ",3239.4,2023.0,"Текущий ремонт зданий, сооружений",407.0,59-01-01-00-02-019
" административное здание, лит. а,  г.  ю-сахалинск, коммунистический,  пр. , 47 (59-01-01-00-02-019 (комп)) (текущий ремонт кабинета 303а)",497.9,2021.0,"Текущий ремонт зданий, сооружений",407.0,59-01-01-00-02-019
"1.административное здание, лит. а, г. южно-сахалинск, коммунистический проспект, 47 (59-01-01-00-02-019 (комп)) ",3667.0,2022.0,"Текущий ремонт зданий, сооружений",407.0,59-01-01-00-02-019
"23.административное здание, лит. а, г. южно-сахалинск, коммунистический проспект, 47 (59-01-01-00-02-019 (комп)) ",4893.0,2020.0,"Текущий ремонт зданий, сооружений",407.0,59-01-01-00-02-019
"административное здание, лит. а,  г.  ю-сахалинск, коммунистический,  пр. , 47 (59-01-01-00-02-019 (комп)) (ремонт системы канализации)",95.97,2021.0,"Текущий ремонт зданий, сооружений",407.0,59-01-01-00-02-019
"административное здание, лит. а,  г.  ю-сахалинск, коммунистический,  пр. , 47 (59-01-01-00-02-019 (комп)) (ремонт системы отопления)",24.17,2021.0,"Текущий ремонт зданий, сооружений",407.0,59-01-01-00-02-019
"административное здание, лит. а,  г.  ю-сахалинск, коммунистический,  пр. , 47 (59-01-01-00-02-019 (комп)) (ремонт системы отопления)",42.95,2021.0,"Текущий ремонт зданий, сооружений",407.0,59-01-01-00-02-019
"административное здание, лит. а,  г.  ю-сахалинск, коммунистический,  пр. , 47 (59-01-01-00-02-019 (комп)) (текущий ремонт помещений)",2823.01,2021.0,"Текущий ремонт зданий, сооружений",407.0,59-01-01-00-02-019
"выборочный капитальный ремонт в части усиления конструкций перекрытия над помещением серверной 2-хэтажного блока административного зддания по адресу: г. южно-сахалинск, коммунистический проспект, 47 (литер а)",3634.45,2017.0,Капитальный ремонт,407.0,
"выборочный капитальный ремонт, в части замены оконных блоков административного здания по адресу: г. южно-сахалинск, коммунистический проспект, 47, литер а ",4098.36,2017.0,Капитальный ремонт,407.0,
"4.убежище 300 мест,  по адресу: г. хабаровск, ул. муравьева-амурского, 42 (73-07-01-00-00-005 (комп.))",104.0,2022.0,"Текущий ремонт зданий, сооружений",416.0,73-07-01-00-00-005
"49. здание ""убежище на 300 мест"",  г. хабаровск, ул. муравьева-амурского, д. 42, лит д (73-07-01-00-00-005)",0.0,2019.0,"Текущий ремонт зданий, сооружений",416.0,73-07-01-00-00-005
"центральный банк (убежище 300 мест), по адресу: г. хабаровск, ул. муравьева-амурского, 42 (73-07-01-00-00-005 (комп.)) ремонт инженерных систем ",95.9,2021.0,"Текущий ремонт зданий, сооружений",416.0,73-07-01-00-00-005
"12.ркц  комсомольск-на-амуре  по адресу: г. комсомольске-на-амуре пр-кт первостроителей, 19 (реестровый №73-01-05-00-00-025)",0.0,2022.0,"Текущий ремонт зданий, сооружений",421.0,73-01-05-00-00-025
"39. ркц г. комсомольск-на-амуре, хабаровский край, г. комсомольск-на-амуре, пр-т первостроителей, д. 19 (73-01-05-00-00-025)",487.0,2020.0,"Текущий ремонт зданий, сооружений",421.0,73-01-05-00-00-025
"52. ркц г. комсомольск-на-амуре, хабаровский край, г. комсомольск-на-амуре, пр-т первостроителей, д. 19 (73-01-05-00-00-025)",302.0,2019.0,"Текущий ремонт зданий, сооружений",421.0,73-01-05-00-00-025
"выборочный капитальный ремонт объекта ""банк, литер а, а1, имущество центрального банка российской федерации"" по адресу: хабаровский край, г. хабаровск, ул. калинина, д. 156",9882.03,2017.0,Капитальный ремонт,428.0,
"41. трансформаторная подстанция, хабаровский край, г. советская гавань, ул. советская, д. 26 (73-04-01-00-00-061)",0.0,2020.0,"Текущий ремонт зданий, сооружений",431.0,73-04-01-00-00-061
".кабельная линия электропередачи напряжением 10 кв», по адресу: хабаровский край, г. советская гавань (73-04-01-00-00-067) ликвидации аварийной ситуации, требующей неотложных работ ",133.83,2021.0,"Текущий ремонт зданий, сооружений",437.0,73-04-01-00-00-067
42.кабельная линия электропередачи напряжением 10 кв» от тп 587 до тп расположенной на территории ркц по ул. советская №26 в г. советская гавань (73-04-01-00-00-068),0.0,2020.0,"Текущий ремонт зданий, сооружений",438.0,73-04-01-00-00-068
"46. ""склад, лит. в"" г. хабаровск, ул. воронежская, д. 154 (73-06-01-00-00-079)",18.0,2019.0,"Текущий ремонт зданий, сооружений",440.0,73-06-01-00-00-079
"47. ""ограждение территории здания банк г. хабаровск, ул. воронежская, 154-а  (73-07-01-00-00-081)",237.0,2019.0,"Текущий ремонт зданий, сооружений",442.0,73-07-01-00-00-081
"48. ""ограждение территории автостоянки"" : г. хабаровск, ул. воронежская, д. 154-а (73-07-01-00-00-082)",98.0,2019.0,"Текущий ремонт зданий, сооружений",443.0,73-07-01-00-00-082
"13.кабельная линия электропередачи напряжением 6 кв, по адресу: хабаровский край, г.хабаровск (реестровый №73-04-01-00-00-083)",0.0,2022.0,"Текущий ремонт зданий, сооружений",444.0,73-04-01-00-00-083
50. кабельная линия электропередачи напряжением 6 кв по ул. воронежская в г. хабаровске (73-04-01-00-00-083),0.0,2019.0,"Текущий ремонт зданий, сооружений",444.0,73-04-01-00-00-083
"выборочный капитальный ремонт аварийных участков объекта «кабельная линия электропередачи напряжением 6 кв» отделения по хабаровскому краю дальневосточного главного управления центрального банка российской федерации, расположенного по адресу: хабаровский край, г. хабаровск, участок находится примерно в 166 м по направлению на северо-запад от ориентира производственная база, расположенного за пределами участка, адрес ориентира: хабаровский край, г. хабаровск, ул. воронежская, дом 154-а (реестровый №73-04-01-00-00-083) ",175.56,2019.0,Капитальный ремонт,444.0,73-04-01-00-00-083
"кабельная линия электропередачи напряжением 0,4 кв для наружного освещения», по адресу: хабаровский край, г. хабаровск (73-04-01-00-00-086) ремонт повреждения кабеля",61.2,2021.0,"Текущий ремонт зданий, сооружений",447.0,73-04-01-00-00-086
"«сеть тепловая магистральная» хабаровский край, г. хабаровск, от ввода в здание по ул. воронежская, 154 до существующей тепловой сети с точкой подключения около адресного ориентира по ул. воронежская, 164  ремонт инженерных систем",224.91,2023.0,"Текущий ремонт зданий, сооружений",448.0,
"выборочный капитальный ремонт аварийных участков объекта ""кабельная линия электропередачи напряжением 6 кв, имущество центрального банка российской федерации"", расположенного по адресу: хабаровский край, г. хабаровск, 166 м северо-западнее ул. воронежской, д. 154-а",398.92,2017.0,Капитальный ремонт,461.0,
"1.здание ""центральный банк г. хабаровск, ул. муравьева-амурского, 42, лит. а-а6 (73-01-01-00-03-031 (комп.))",8376.0,2022.0,"Текущий ремонт зданий, сооружений",464.0,73-01-01-00-03-031
"35.здание ""центральный банк г. хабаровск, ул. муравьева-амурского, 42, лит. а-а6 (73-01-01-00-03-031 (комп.))",3775.0,2020.0,"Текущий ремонт зданий, сооружений",464.0,73-01-01-00-03-031
"здание ""центральный банк"" по ул. муравьёва-амурского, 42 в г. хабаровске  лит. а-а6 (73-01-01-00-03-031 (комп.)) (огнезащитная обработка крыши)",74.84,2021.0,"Текущий ремонт зданий, сооружений",464.0,73-01-01-00-03-031
"здание ""центральный банк"" по ул. муравьёва-амурского, 42 в г. хабаровске  лит. а-а6 (73-01-01-00-03-031 (комп.)) (прочистка  канализации)",196.03,2021.0,"Текущий ремонт зданий, сооружений",464.0,73-01-01-00-03-031
"здание ""центральный банк"" по ул. муравьёва-амурского, 42 в г. хабаровске  лит. а-а6 (73-01-01-00-03-031 (комп.)) восстановление работоспособности итсо",78.47,2021.0,"Текущий ремонт зданий, сооружений",464.0,73-01-01-00-03-031
"здание ""центральный банк"" по ул. муравьёва-амурского, 42 в г. хабаровске лит. а-а6 (73-01-01-00-03-031 (комп.)) (ремонт инженерных систем)",23.93,2021.0,"Текущий ремонт зданий, сооружений",464.0,73-01-01-00-03-031
